FIELDNAME,LAT,LON,PERIODDATE,Oil Production Volumes,Gas Production Volumes,Water Production Volumes,Cumulative Oil Production Volumes,Cumulative Gas Production Volumes,Cumulative Water Production Volumes
OSEBERG SØR,60.232462,2.474906,2017-03-01T00:00:00.000Z,183959.99999999997,193600.0,231160.0,54384400.0,26057650.0,27318770.0
OSEBERG SØR,60.232462,2.474906,2017-04-01T00:00:00.000Z,172409.99999999997,185390.0,183880.0,54556810.0,26243040.0,27502650.0
OSEBERG SØR,60.232462,2.474906,2017-05-01T00:00:00.000Z,148400.0,167450.0,162320.0,54705210.0,26410490.0,27664970.0
OSEBERG SØR,60.232462,2.474906,2017-06-01T00:00:00.000Z,150490.0,177860.0,153130.0,54855700.0,26588350.0,27818100.0
OSEBERG SØR,60.232462,2.474906,2017-07-01T00:00:00.000Z,169359.99999999997,188180.0,218719.99999999997,55025060.0,26776530.0,28036820.0
OSEBERG SØR,60.232462,2.474906,2017-08-01T00:00:00.000Z,169030.0,171920.00000000003,238220.0,55194090.0,26948450.0,28275040.0
OSEBERG SØR,60.232462,2.474906,2017-09-01T00:00:00.000Z,121490.00000000001,121559.99999999999,146409.99999999997,55315580.0,27070010.0,28421450.0
OSEBERG SØR,60.232462,2.474906,2017-10-01T00:00:00.000Z,146740.0,130870.00000000001,225040.00000000003,55462320.0,27200880.0,28646490.0
OSEBERG SØR,60.232462,2.474906,2017-11-01T00:00:00.000Z,156340.0,169550.0,254240.00000000003,55618660.0,27370430.0,28900730.0
OSEBERG SØR,60.232462,2.474906,2017-12-01T00:00:00.000Z,156610.0,177100.0,255619.99999999997,55775270.0,27547530.0,29156350.0
OSEBERG SØR,60.232462,2.474906,2018-01-01T00:00:00.000Z,163190.0,184500.0,261600.0,55938460.0,27732030.0,29417950.0
OSEBERG SØR,60.232462,2.474906,2018-02-01T00:00:00.000Z,135340.00000000003,142280.0,186520.0,56073800.0,27874310.0,29604470.0
OSEBERG SØR,60.232462,2.474906,2018-03-01T00:00:00.000Z,141250.0,160050.0,172040.0,56215050.0,28034360.0,29776510.0
OSEBERG ØST,60.41206,2.571109,1999-05-01T00:00:00.000Z,76270.0,6929.999999999999,0.0,76270.0,6929.999999999999,0.0
OSEBERG ØST,60.41206,2.571109,1999-06-01T00:00:00.000Z,39280.0,3600.0,0.0,115550.0,10530.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-07-01T00:00:00.000Z,64670.00000000001,6060.0,0.0,180220.0,16590.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-08-01T00:00:00.000Z,61750.0,6800.0,0.0,241970.0,23390.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-09-01T00:00:00.000Z,112509.99999999999,11190.0,0.0,354480.0,34580.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-10-01T00:00:00.000Z,207690.0,18130.0,0.0,562170.0,52710.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-11-01T00:00:00.000Z,190120.0,16490.0,0.0,752290.0,69200.0,0.0
OSEBERG ØST,60.41206,2.571109,1999-12-01T00:00:00.000Z,161290.00000000003,16080.0,0.0,913580.0,85280.0,0.0
OSEBERG ØST,60.41206,2.571109,2000-01-01T00:00:00.000Z,147940.00000000003,15780.000000000002,490.0,1061520.0,101060.0,490.0
OSEBERG ØST,60.41206,2.571109,2000-02-01T00:00:00.000Z,123080.0,13810.0,379.99999999999994,1184600.0,114870.0,870.0
OSEBERG ØST,60.41206,2.571109,2000-03-01T00:00:00.000Z,120920.0,13090.000000000002,330.0,1305520.0,127960.0,1200.0
OSEBERG ØST,60.41206,2.571109,2000-04-01T00:00:00.000Z,140120.0,16160.0,580.0,1445640.0,144120.0,1780.0
OSEBERG ØST,60.41206,2.571109,2000-05-01T00:00:00.000Z,141270.0,16610.0,1220.0,1586910.0,160730.0,3000.0
OSEBERG ØST,60.41206,2.571109,2000-06-01T00:00:00.000Z,210869.99999999997,21800.0,290.0,1797780.0,182530.0,3290.0
OSEBERG ØST,60.41206,2.571109,2000-07-01T00:00:00.000Z,249230.0,23910.0,210.0,2047010.0,206440.0,3500.0
OSEBERG ØST,60.41206,2.571109,2000-08-01T00:00:00.000Z,262550.0,25550.0,290.0,2309560.0,231990.0,3790.0
OSEBERG ØST,60.41206,2.571109,2000-09-01T00:00:00.000Z,315770.0,27370.0,570.0,2625330.0,259360.0,4360.0
OSEBERG ØST,60.41206,2.571109,2000-10-01T00:00:00.000Z,267740.00000000006,23420.0,620.0,2893070.0,282780.0,4980.0
OSEBERG ØST,60.41206,2.571109,2000-11-01T00:00:00.000Z,313710.0,25150.0,860.0,3206780.0,307930.0,5840.0
OSEBERG ØST,60.41206,2.571109,2000-12-01T00:00:00.000Z,266150.0,20909.999999999996,1290.0000000000002,3472930.0,328840.0,7130.0
OSEBERG ØST,60.41206,2.571109,2001-01-01T00:00:00.000Z,342870.0,27710.000000000004,1150.0,3815800.0,356550.0,8280.0
OSEBERG ØST,60.41206,2.571109,2001-02-01T00:00:00.000Z,296300.0,23840.0,1109.9999999999998,4112100.0,380390.0,9390.0
OSEBERG ØST,60.41206,2.571109,2001-03-01T00:00:00.000Z,328050.0,25320.0,1240.0,4440150.0,405710.0,10630.0
OSEBERG ØST,60.41206,2.571109,2001-04-01T00:00:00.000Z,321890.0,26930.000000000004,1250.0,4762040.0,432640.0,11880.0
OSEBERG ØST,60.41206,2.571109,2001-05-01T00:00:00.000Z,336190.0,28960.000000000004,7650.0,5098230.0,461600.0,19530.0
OSEBERG ØST,60.41206,2.571109,2001-06-01T00:00:00.000Z,220960.0,18820.0,5980.0,5319190.0,480420.0,25510.0
OSEBERG ØST,60.41206,2.571109,2001-07-01T00:00:00.000Z,326550.0,27500.0,14200.0,5645740.0,507920.0,39710.0
OSEBERG ØST,60.41206,2.571109,2001-08-01T00:00:00.000Z,348390.00000000006,29410.000000000004,42650.0,5994130.0,537330.0,82360.0
OSEBERG ØST,60.41206,2.571109,2001-09-01T00:00:00.000Z,321210.0,27030.000000000004,42190.0,6315340.0,564360.0,124550.0
OSEBERG ØST,60.41206,2.571109,2001-10-01T00:00:00.000Z,320740.0,27560.0,53260.0,6636080.0,591920.0,177810.0
OSEBERG ØST,60.41206,2.571109,2001-11-01T00:00:00.000Z,330570.0,30189.999999999996,70700.0,6966650.0,622110.0,248510.0
OSEBERG ØST,60.41206,2.571109,2001-12-01T00:00:00.000Z,326580.00000000006,30039.999999999996,90260.0,7293230.0,652150.0,338770.0
OSEBERG ØST,60.41206,2.571109,2002-01-01T00:00:00.000Z,165700.0,14840.0,55010.0,7458930.0,666990.0,393780.0
OSEBERG ØST,60.41206,2.571109,2002-02-01T00:00:00.000Z,250890.0,22740.0,73439.99999999999,7709820.0,689730.0,467220.0
OSEBERG ØST,60.41206,2.571109,2002-03-01T00:00:00.000Z,303500.0,28220.0,83910.0,8013320.0,717950.0,551130.0
OSEBERG ØST,60.41206,2.571109,2002-04-01T00:00:00.000Z,255890.0,26520.0,81140.0,8269210.0,744470.0,632270.0
OSEBERG ØST,60.41206,2.571109,2002-05-01T00:00:00.000Z,270960.0,28820.0,98790.0,8540170.0,773290.0,731060.0
OSEBERG ØST,60.41206,2.571109,2002-06-01T00:00:00.000Z,260790.00000000003,27630.0,127979.99999999999,8800960.0,800920.0,859040.0
OSEBERG ØST,60.41206,2.571109,2002-07-01T00:00:00.000Z,278360.0,29560.000000000004,127240.00000000001,9079320.0,830480.0,986280.0
OSEBERG ØST,60.41206,2.571109,2002-08-01T00:00:00.000Z,244060.0,28600.0,129050.0,9323380.0,859080.0,1115330.0
OSEBERG ØST,60.41206,2.571109,2002-09-01T00:00:00.000Z,205960.0,24160.0,144490.0,9529340.0,883240.0,1259820.0
OSEBERG ØST,60.41206,2.571109,2002-10-01T00:00:00.000Z,298850.0,33450.0,196730.0,9828190.0,916690.0,1456550.0
OSEBERG ØST,60.41206,2.571109,2002-11-01T00:00:00.000Z,299800.0,33670.0,189360.0,10127990.0,950360.0,1645910.0
OSEBERG ØST,60.41206,2.571109,2002-12-01T00:00:00.000Z,288700.0,33030.00000000001,181500.0,10416690.0,983390.0,1827410.0
OSEBERG ØST,60.41206,2.571109,2003-01-01T00:00:00.000Z,240950.0,31180.000000000004,142960.0,10657640.0,1014570.0,1970370.0
OSEBERG ØST,60.41206,2.571109,2003-02-01T00:00:00.000Z,228200.0,28460.000000000004,146330.0,10885840.0,1043030.0,2116700.0
OSEBERG ØST,60.41206,2.571109,2003-03-01T00:00:00.000Z,229230.00000000003,29680.0,157780.0,11115070.0,1072710.0,2274480.0
OSEBERG ØST,60.41206,2.571109,2003-04-01T00:00:00.000Z,219150.0,28810.000000000004,152220.0,11334220.0,1101520.0,2426700.0
OSEBERG ØST,60.41206,2.571109,2003-05-01T00:00:00.000Z,219160.0,26860.000000000004,160820.0,11553380.0,1128380.0,2587520.0
OSEBERG ØST,60.41206,2.571109,2003-06-01T00:00:00.000Z,155340.0,14690.0,167730.0,11708720.0,1143070.0,2755250.0
OSEBERG ØST,60.41206,2.571109,2003-07-01T00:00:00.000Z,151520.00000000003,15180.0,187830.0,11860240.0,1158250.0,2943080.0
OSEBERG ØST,60.41206,2.571109,2003-08-01T00:00:00.000Z,183459.99999999997,23970.0,234010.0,12043700.0,1182220.0,3177090.0
OSEBERG ØST,60.41206,2.571109,2003-09-01T00:00:00.000Z,125470.0,16410.0,190200.0,12169170.0,1198630.0,3367290.0
OSEBERG ØST,60.41206,2.571109,2003-10-01T00:00:00.000Z,168190.0,21470.0,255469.99999999997,12337360.0,1220100.0,3622760.0
OSEBERG ØST,60.41206,2.571109,2003-11-01T00:00:00.000Z,149340.0,19960.0,226460.0,12486700.0,1240060.0,3849220.0
OSEBERG ØST,60.41206,2.571109,2003-12-01T00:00:00.000Z,134630.0,24000.0,196470.0,12621330.0,1264060.0,4045690.0
OSEBERG ØST,60.41206,2.571109,2004-01-01T00:00:00.000Z,156410.0,24940.0,236290.0,12777740.0,1289000.0,4281980.0
OSEBERG ØST,60.41206,2.571109,2004-02-01T00:00:00.000Z,154370.0,24850.0,235700.0,12932110.0,1313850.0,4517680.0
OSEBERG ØST,60.41206,2.571109,2004-03-01T00:00:00.000Z,148230.0,21900.0,236350.0,13080340.0,1335750.0,4754030.0
OSEBERG ØST,60.41206,2.571109,2004-04-01T00:00:00.000Z,161809.99999999997,19600.0,265380.0,13242150.0,1355350.0,5019410.0
OSEBERG ØST,60.41206,2.571109,2004-05-01T00:00:00.000Z,153429.99999999997,11540.0,273370.0,13395580.0,1366890.0,5292780.0
OSEBERG ØST,60.41206,2.571109,2004-06-01T00:00:00.000Z,145060.0,10550.0,259749.99999999997,13540640.0,1377440.0,5552530.0
OSEBERG ØST,60.41206,2.571109,2004-07-01T00:00:00.000Z,166000.0,14380.0,256880.0,13706640.0,1391820.0,5809410.0
OSEBERG ØST,60.41206,2.571109,2004-08-01T00:00:00.000Z,149920.0,16390.0,208950.0,13856560.0,1408210.0,6018360.0
OSEBERG ØST,60.41206,2.571109,2004-09-01T00:00:00.000Z,152920.0,21330.0,261540.0,14009480.0,1429540.0,6279900.0
OSEBERG ØST,60.41206,2.571109,2004-10-01T00:00:00.000Z,141650.0,19700.0,245140.0,14151130.0,1449240.0,6525040.0
OSEBERG ØST,60.41206,2.571109,2004-11-01T00:00:00.000Z,145030.0,21030.0,255640.00000000003,14296160.0,1470270.0,6780680.0
OSEBERG ØST,60.41206,2.571109,2004-12-01T00:00:00.000Z,134630.0,20730.000000000004,255550.0,14430790.0,1491000.0,7036230.0
OSEBERG ØST,60.41206,2.571109,2005-01-01T00:00:00.000Z,111140.0,15699.999999999998,256330.0,14541930.0,1506700.0,7292560.0
OSEBERG ØST,60.41206,2.571109,2005-02-01T00:00:00.000Z,96810.0,11660.0,231460.0,14638740.0,1518360.0,7524020.0
OSEBERG ØST,60.41206,2.571109,2005-03-01T00:00:00.000Z,116940.0,16940.0,283310.0,14755680.0,1535300.0,7807330.0
OSEBERG ØST,60.41206,2.571109,2005-04-01T00:00:00.000Z,101900.0,18000.0,240540.0,14857580.0,1553300.0,8047870.0
OSEBERG ØST,60.41206,2.571109,2005-05-01T00:00:00.000Z,79200.0,15780.000000000002,215700.0,14936780.0,1569080.0,8263570.0
OSEBERG ØST,60.41206,2.571109,2005-06-01T00:00:00.000Z,37850.0,8480.0,108550.0,14974630.0,1577560.0,8372120.0
OSEBERG ØST,60.41206,2.571109,2005-07-01T00:00:00.000Z,79690.0,15100.0,265310.0,15054320.0,1592660.0,8637430.0
OSEBERG ØST,60.41206,2.571109,2005-08-01T00:00:00.000Z,88140.0,18720.0,239840.0,15142460.0,1611380.0,8877270.0
OSEBERG ØST,60.41206,2.571109,2005-09-01T00:00:00.000Z,89270.0,18650.0,234769.99999999997,15231730.0,1630030.0,9112040.0
OSEBERG ØST,60.41206,2.571109,2005-10-01T00:00:00.000Z,90540.0,21840.0,254530.00000000003,15322270.0,1651870.0,9366570.0
OSEBERG ØST,60.41206,2.571109,2005-11-01T00:00:00.000Z,88620.0,24220.0,244580.00000000003,15410890.0,1676090.0,9611150.0
OSEBERG ØST,60.41206,2.571109,2005-12-01T00:00:00.000Z,77800.0,23620.0,194980.0,15488690.0,1699710.0,9806130.0
OSEBERG ØST,60.41206,2.571109,2006-01-01T00:00:00.000Z,50740.0,25419.999999999996,180280.0,15539430.0,1725130.0,9986410.0
OSEBERG ØST,60.41206,2.571109,2006-02-01T00:00:00.000Z,46870.0,24130.000000000004,179820.0,15586300.0,1749260.0,10166230.0
OSEBERG ØST,60.41206,2.571109,2006-03-01T00:00:00.000Z,50140.0,26119.999999999996,193540.00000000003,15636440.0,1775380.0,10359770.0
OSEBERG ØST,60.41206,2.571109,2006-04-01T00:00:00.000Z,49130.0,22100.0,198090.00000000003,15685570.0,1797480.0,10557860.0
OSEBERG ØST,60.41206,2.571109,2006-05-01T00:00:00.000Z,46230.0,19209.999999999996,162840.0,15731800.0,1816690.0,10720700.0
OSEBERG ØST,60.41206,2.571109,2006-06-01T00:00:00.000Z,70150.0,23000.0,205350.0,15801950.0,1839690.0,10926050.0
OSEBERG ØST,60.41206,2.571109,2006-07-01T00:00:00.000Z,62189.99999999999,20540.0,206130.0,15864140.0,1860230.0,11132180.0
OSEBERG ØST,60.41206,2.571109,2006-08-01T00:00:00.000Z,61260.0,21140.0,221270.0,15925400.0,1881370.0,11353450.0
OSEBERG ØST,60.41206,2.571109,2006-09-01T00:00:00.000Z,60600.0,19100.0,233920.0,15986000.0,1900470.0,11587370.0
OSEBERG ØST,60.41206,2.571109,2006-10-01T00:00:00.000Z,57900.0,15890.000000000002,246580.00000000003,16043900.0,1916360.0,11833950.0
OSEBERG ØST,60.41206,2.571109,2006-11-01T00:00:00.000Z,52150.0,18860.0,216490.00000000003,16096050.0,1935220.0,12050440.0
OSEBERG ØST,60.41206,2.571109,2006-12-01T00:00:00.000Z,53079.99999999999,20260.0,258959.99999999997,16149130.0,1955480.0,12309400.0
OSEBERG ØST,60.41206,2.571109,2007-01-01T00:00:00.000Z,36450.0,8890.0,179730.0,16185580.0,1964370.0,12489130.0
OSEBERG ØST,60.41206,2.571109,2007-02-01T00:00:00.000Z,45820.0,10920.0,220980.0,16231400.0,1975290.0,12710110.0
OSEBERG ØST,60.41206,2.571109,2007-03-01T00:00:00.000Z,52050.0,14290.0,251019.99999999997,16283450.0,1989580.0,12961130.0
OSEBERG ØST,60.41206,2.571109,2007-04-01T00:00:00.000Z,63320.0,17930.0,265080.00000000006,16346770.0,2007510.0,13226210.0
OSEBERG ØST,60.41206,2.571109,2007-05-01T00:00:00.000Z,44989.99999999999,12350.0,220230.0,16391760.0,2019860.0,13446440.0
OSEBERG ØST,60.41206,2.571109,2007-06-01T00:00:00.000Z,32080.000000000004,8830.0,169930.0,16423840.0,2028690.0,13616370.0
OSEBERG ØST,60.41206,2.571109,2007-07-01T00:00:00.000Z,51490.0,13150.0,254840.0,16475330.0,2041840.0,13871210.0
OSEBERG ØST,60.41206,2.571109,2007-08-01T00:00:00.000Z,55029.99999999999,12520.0,266850.0,16530360.0,2054360.0,14138060.0
OSEBERG ØST,60.41206,2.571109,2007-09-01T00:00:00.000Z,43410.00000000001,14990.0,200340.00000000003,16573770.0,2069350.0,14338400.0
OSEBERG ØST,60.41206,2.571109,2007-10-01T00:00:00.000Z,32389.999999999996,14430.000000000002,158530.0,16606160.0,2083780.0,14496930.0
OSEBERG ØST,60.41206,2.571109,2007-11-01T00:00:00.000Z,45650.0,18910.0,205780.00000000003,16651810.0,2102690.0,14702710.0
OSEBERG ØST,60.41206,2.571109,2007-12-01T00:00:00.000Z,33970.0,9570.0,183560.0,16685780.0,2112260.0,14886270.0
OSEBERG ØST,60.41206,2.571109,2008-01-01T00:00:00.000Z,57500.0,23250.0,217570.0,16743280.0,2135510.0,15103840.0
OSEBERG ØST,60.41206,2.571109,2008-02-01T00:00:00.000Z,58660.00000000001,22460.0,215550.0,16801940.0,2157970.0,15319390.0
OSEBERG ØST,60.41206,2.571109,2008-03-01T00:00:00.000Z,38930.0,17220.0,145400.0,16840870.0,2175190.0,15464790.0
OSEBERG ØST,60.41206,2.571109,2008-04-01T00:00:00.000Z,22740.0,11620.0,103200.0,16863610.0,2186810.0,15567990.0
OSEBERG ØST,60.41206,2.571109,2008-05-01T00:00:00.000Z,55020.00000000001,17820.0,244480.00000000003,16918630.0,2204630.0,15812470.0
OSEBERG ØST,60.41206,2.571109,2008-06-01T00:00:00.000Z,32010.000000000004,5170.0,139480.0,16950640.0,2209800.0,15951950.0
OSEBERG ØST,60.41206,2.571109,2008-07-01T00:00:00.000Z,42089.99999999999,5090.0,181950.0,16992730.0,2214890.0,16133900.0
OSEBERG ØST,60.41206,2.571109,2008-08-01T00:00:00.000Z,37090.0,3390.0,151170.0,17029820.0,2218280.0,16285070.0
OSEBERG ØST,60.41206,2.571109,2008-09-01T00:00:00.000Z,27190.0,2700.0,141010.0,17057010.0,2220980.0,16426080.0
OSEBERG ØST,60.41206,2.571109,2008-10-01T00:00:00.000Z,27310.0,2389.9999999999995,129280.0,17084320.0,2223370.0,16555360.0
OSEBERG ØST,60.41206,2.571109,2008-11-01T00:00:00.000Z,33089.99999999999,3070.0,145400.0,17117410.0,2226440.0,16700760.0
OSEBERG ØST,60.41206,2.571109,2008-12-01T00:00:00.000Z,13560.0,1280.0,73930.0,17130970.0,2227720.0,16774690.0
OSEBERG ØST,60.41206,2.571109,2009-01-01T00:00:00.000Z,18320.0,1820.0,85470.0,17149290.0,2229540.0,16860160.0
OSEBERG ØST,60.41206,2.571109,2009-02-01T00:00:00.000Z,21870.0,1919.9999999999998,97130.0,17171160.0,2231460.0,16957290.0
OSEBERG ØST,60.41206,2.571109,2009-03-01T00:00:00.000Z,14440.0,1200.0,63189.99999999999,17185600.0,2232660.0,17020480.0
OSEBERG ØST,60.41206,2.571109,2009-04-01T00:00:00.000Z,30320.0,4510.0,105860.0,17215920.0,2237170.0,17126340.0
OSEBERG ØST,60.41206,2.571109,2009-05-01T00:00:00.000Z,55470.00000000001,7960.0,142060.0,17271390.0,2245130.0,17268400.0
OSEBERG ØST,60.41206,2.571109,2009-06-01T00:00:00.000Z,12870.0,1640.0,37700.0,17284260.0,2246770.0,17306100.0
OSEBERG ØST,60.41206,2.571109,2009-07-01T00:00:00.000Z,36850.0,3490.0,127059.99999999999,17321110.0,2250260.0,17433160.0
OSEBERG ØST,60.41206,2.571109,2009-08-01T00:00:00.000Z,46689.99999999999,4320.0,130720.0,17367800.0,2254580.0,17563880.0
OSEBERG ØST,60.41206,2.571109,2009-09-01T00:00:00.000Z,30800.0,3090.0,118890.00000000001,17398600.0,2257670.0,17682770.0
OSEBERG ØST,60.41206,2.571109,2009-10-01T00:00:00.000Z,28210.000000000004,2830.0,107650.0,17426810.0,2260500.0,17790420.0
OSEBERG ØST,60.41206,2.571109,2009-11-01T00:00:00.000Z,30820.0,3020.0,120909.99999999999,17457630.0,2263520.0,17911330.0
OSEBERG ØST,60.41206,2.571109,2009-12-01T00:00:00.000Z,28820.0,2800.0,114810.0,17486450.0,2266320.0,18026140.0
OSEBERG ØST,60.41206,2.571109,2010-01-01T00:00:00.000Z,30860.000000000004,2970.0,118000.0,17517310.0,2269290.0,18144140.0
OSEBERG ØST,60.41206,2.571109,2010-02-01T00:00:00.000Z,26050.0,3170.0,104320.00000000001,17543360.0,2272460.0,18248460.0
OSEBERG ØST,60.41206,2.571109,2010-03-01T00:00:00.000Z,35890.0,7379.999999999999,141510.0,17579250.0,2279840.0,18389970.0
OSEBERG ØST,60.41206,2.571109,2010-04-01T00:00:00.000Z,15940.0,1470.0,73979.99999999999,17595190.0,2281310.0,18463950.0
OSEBERG ØST,60.41206,2.571109,2010-05-01T00:00:00.000Z,33230.0,3280.0,151500.0,17628420.0,2284590.0,18615450.0
OSEBERG ØST,60.41206,2.571109,2010-06-01T00:00:00.000Z,26700.0,2710.0,118130.0,17655120.0,2287300.0,18733580.0
OSEBERG ØST,60.41206,2.571109,2010-07-01T00:00:00.000Z,28820.0,2980.0,131030.00000000001,17683940.0,2290280.0,18864610.0
OSEBERG ØST,60.41206,2.571109,2010-08-01T00:00:00.000Z,33150.0,3230.0,142980.0,17717090.0,2293510.0,19007590.0
OSEBERG ØST,60.41206,2.571109,2010-09-01T00:00:00.000Z,32149.999999999996,3180.0,138580.0,17749240.0,2296690.0,19146170.0
OSEBERG ØST,60.41206,2.571109,2010-10-01T00:00:00.000Z,30139.999999999996,3090.0,130870.00000000001,17779380.0,2299780.0,19277040.0
OSEBERG ØST,60.41206,2.571109,2010-11-01T00:00:00.000Z,30180.000000000004,3030.0,130440.0,17809560.0,2302810.0,19407480.0
OSEBERG ØST,60.41206,2.571109,2010-12-01T00:00:00.000Z,30440.0,3110.0000000000005,137359.99999999997,17840000.0,2305920.0,19544840.0
OSEBERG ØST,60.41206,2.571109,2011-01-01T00:00:00.000Z,21910.0,2360.0,101500.0,17861910.0,2308280.0,19646340.0
OSEBERG ØST,60.41206,2.571109,2011-02-01T00:00:00.000Z,37890.0,3860.0,113820.0,17899800.0,2312140.0,19760160.0
OSEBERG ØST,60.41206,2.571109,2011-03-01T00:00:00.000Z,61550.0,6140.0,135720.0,17961350.0,2318280.0,19895880.0
OSEBERG ØST,60.41206,2.571109,2011-04-01T00:00:00.000Z,46770.0,4640.0,111640.0,18008120.0,2322920.0,20007520.0
OSEBERG ØST,60.41206,2.571109,2011-05-01T00:00:00.000Z,26530.0,2620.0,69230.0,18034650.0,2325540.0,20076750.0
OSEBERG ØST,60.41206,2.571109,2011-06-01T00:00:00.000Z,32500.0,3280.0,86810.0,18067150.0,2328820.0,20163560.0
OSEBERG ØST,60.41206,2.571109,2011-07-01T00:00:00.000Z,51739.99999999999,4620.0,133370.00000000003,18118890.0,2333440.0,20296930.0
OSEBERG ØST,60.41206,2.571109,2011-08-01T00:00:00.000Z,47780.0,4800.0,125040.00000000001,18166670.0,2338240.0,20421970.0
OSEBERG ØST,60.41206,2.571109,2011-09-01T00:00:00.000Z,45660.0,4079.9999999999995,112190.00000000001,18212330.0,2342320.0,20534160.0
OSEBERG ØST,60.41206,2.571109,2011-10-01T00:00:00.000Z,53450.0,4770.0,126000.0,18265780.0,2347090.0,20660160.0
OSEBERG ØST,60.41206,2.571109,2011-11-01T00:00:00.000Z,51920.00000000001,4560.0,121959.99999999999,18317700.0,2351650.0,20782120.0
OSEBERG ØST,60.41206,2.571109,2011-12-01T00:00:00.000Z,47950.0,4220.000000000001,115100.0,18365650.0,2355870.0,20897220.0
OSEBERG ØST,60.41206,2.571109,2012-01-01T00:00:00.000Z,37140.0,3320.0000000000005,92360.0,18402790.0,2359190.0,20989580.0
OSEBERG ØST,60.41206,2.571109,2012-02-01T00:00:00.000Z,42820.0,5030.0,89570.00000000001,18445610.0,2364220.0,21079150.0
OSEBERG ØST,60.41206,2.571109,2012-03-01T00:00:00.000Z,36730.0,3350.0,95910.00000000001,18482340.0,2367570.0,21175060.0
OSEBERG ØST,60.41206,2.571109,2012-04-01T00:00:00.000Z,53420.0,4800.0,145209.99999999997,18535760.0,2372370.0,21320270.0
OSEBERG ØST,60.41206,2.571109,2012-05-01T00:00:00.000Z,47780.0,4300.0,131840.0,18583540.0,2376670.0,21452110.0
OSEBERG ØST,60.41206,2.571109,2012-06-01T00:00:00.000Z,34430.0,3800.0,102550.0,18617970.0,2380470.0,21554660.0
OSEBERG ØST,60.41206,2.571109,2012-07-01T00:00:00.000Z,26660.000000000004,2260.0000000000005,89079.99999999999,18644630.0,2382730.0,21643740.0
OSEBERG ØST,60.41206,2.571109,2012-08-01T00:00:00.000Z,41370.0,3910.0000000000005,140260.0,18686000.0,2386640.0,21784000.0
OSEBERG ØST,60.41206,2.571109,2012-09-01T00:00:00.000Z,25869.999999999996,2340.0,82340.0,18711870.0,2388980.0,21866340.0
OSEBERG ØST,60.41206,2.571109,2012-10-01T00:00:00.000Z,38590.0,3470.0000000000005,151430.0,18750460.0,2392450.0,22017770.0
OSEBERG ØST,60.41206,2.571109,2012-11-01T00:00:00.000Z,37830.0,3410.0000000000005,141120.0,18788290.0,2395860.0,22158890.0
OSEBERG ØST,60.41206,2.571109,2012-12-01T00:00:00.000Z,41940.0,3770.0000000000005,160760.0,18830230.0,2399630.0,22319650.0
OSEBERG ØST,60.41206,2.571109,2013-01-01T00:00:00.000Z,38150.0,3430.0,151200.0,18868380.0,2403060.0,22470850.0
OSEBERG ØST,60.41206,2.571109,2013-02-01T00:00:00.000Z,32030.000000000004,2860.0,132070.0,18900410.0,2405920.0,22602920.0
OSEBERG ØST,60.41206,2.571109,2013-03-01T00:00:00.000Z,22800.0,2090.0,90879.99999999999,18923210.0,2408010.0,22693800.0
OSEBERG ØST,60.41206,2.571109,2013-04-01T00:00:00.000Z,34140.0,3810.0,146230.0,18957350.0,2411820.0,22840030.0
OSEBERG ØST,60.41206,2.571109,2013-05-01T00:00:00.000Z,34430.0,3760.0000000000005,138890.0,18991780.0,2415580.0,22978920.0
OSEBERG ØST,60.41206,2.571109,2013-06-01T00:00:00.000Z,25550.0,2830.0,115100.0,19017330.0,2418410.0,23094020.0
OSEBERG ØST,60.41206,2.571109,2013-07-01T00:00:00.000Z,35010.0,3800.0,154040.0,19052340.0,2422210.0,23248060.0
OSEBERG ØST,60.41206,2.571109,2013-08-01T00:00:00.000Z,31020.0,3400.0,141870.0,19083360.0,2425610.0,23389930.0
OSEBERG ØST,60.41206,2.571109,2013-09-01T00:00:00.000Z,33130.0,3629.9999999999995,143640.00000000003,19116490.0,2429240.0,23533570.0
OSEBERG ØST,60.41206,2.571109,2013-10-01T00:00:00.000Z,36710.0,3950.0000000000005,132390.0,19153200.0,2433190.0,23665960.0
OSEBERG ØST,60.41206,2.571109,2013-11-01T00:00:00.000Z,27310.0,2470.0,84810.0,19180510.0,2435660.0,23750770.0
OSEBERG ØST,60.41206,2.571109,2013-12-01T00:00:00.000Z,42690.0,4680.0,155060.0,19223200.0,2440340.0,23905830.0
OSEBERG ØST,60.41206,2.571109,2014-01-01T00:00:00.000Z,46230.0,5060.0,153090.0,19269430.0,2445400.0,24058920.0
OSEBERG ØST,60.41206,2.571109,2014-02-01T00:00:00.000Z,37400.0,2900.0,126090.00000000001,19306830.0,2448300.0,24185010.0
OSEBERG ØST,60.41206,2.571109,2014-03-01T00:00:00.000Z,42680.0,4680.0,154910.0,19349510.0,2452980.0,24339920.0
OSEBERG ØST,60.41206,2.571109,2014-04-01T00:00:00.000Z,30560.000000000004,3400.0,127290.00000000001,19380070.0,2456380.0,24467210.0
OSEBERG ØST,60.41206,2.571109,2014-05-01T00:00:00.000Z,7679.999999999999,880.0,61079.99999999999,19387750.0,2457260.0,24528290.0
